ID,Form_ID,Cognateset_ID,Segment_Slice,Alignment,Source
2003,2003,331,,,
2007,2007,336,,,
2010,2010,333,,,
2011,2011,333,,,
2015,2015,336,,,
2016,2016,334,,,
2017,2017,335,,,
2019,2019,340,,,
2028,2028,336,,,
2030,2030,336,,,
2032,2032,336,,,
2033,2033,336,,,
2035,2035,336,,,
2036,2036,336,,,
2040,2040,336,,,
2048,2048,341,,,
2049,2049,341,,,
2052,2052,341,,,
2059,2059,359,,,
2060,2060,359,,,
2061,2061,359,,,
2062,2062,359,,,
2063,2063,359,,,
2064,2064,360,,,
2065,2065,360,,,
2067,2067,361,,,
2068,2068,360,,,
2070,2070,359,,,
2071,2071,359,,,
2072,2072,362,,,
2073,2073,359,,,
2075,2075,363,,,
2076,2076,363,,,
2077,2077,363,,,
2078,2078,360,,,
2079,2079,363,,,
2080,2080,363,,,
2081,2081,363,,,
2082,2082,360,,,
2083,2083,363,,,
2084,2084,363,,,
2085,2085,363,,,
2086,2086,360,,,
2087,2087,357,,,
2088,2088,363,,,
2089,2089,364,,,
2091,2091,364,,,
2092,2092,364,,,
2093,2093,342,,,
2094,2094,342,,,
2095,2095,343,,,
2096,2096,344,,,
2097,2097,345,,,
2099,2099,345,,,
2100,2100,345,,,
2103,2103,347,,,
2104,2104,346,,,
2105,2105,348,,,
2106,2106,345,,,
2110,2110,349,,,
2113,2113,349,,,
2114,2114,350,,,
2119,2119,345,,,
2120,2120,345,,,
2121,2121,351,,,
2122,2122,352,,,
2123,2123,353,,,
2128,2128,358,,,
2130,2130,354,,,
2131,2131,354,,,
2133,2133,355,,,
2134,2134,355,,,
2138,2138,345,,,
2142,2142,356,,,
2145,2145,360,,,
2148,2148,360,,,
2155,2155,391,,,
2156,2156,392,,,
2157,2157,374,,,
2158,2158,368,,,
2159,2159,392,,,
2160,2160,393,,,
2161,2161,394,,,
2163,2163,395,,,
2164,2164,374,,,
2165,2165,365,,,
2166,2166,366,,,
2170,2170,367,,,
2171,2171,369,,,
2172,2172,370,,,
2173,2173,370,,,
2174,2174,371,,,
2175,2175,372,,,
2176,2176,373,,,
2178,2178,375,,,
2179,2179,376,,,
2180,2180,375,,,
2183,2183,375,,,
2184,2184,377,,,
2185,2185,377,,,
2186,2186,377,,,
2187,2187,378,,,
2188,2188,379,,,
2189,2189,375,,,
2190,2190,380,,,
2191,2191,380,,,
2192,2192,381,,,
2193,2193,391,,,
2194,2194,391,,,
2195,2195,379,,,
2196,2196,382,,,
2198,2198,382,,,
2200,2200,383,,,
2205,2205,385,,,
2206,2206,384,,,
2207,2207,384,,,
2208,2208,386,,,
2212,2212,388,,,
2215,2215,387,,,
2216,2216,387,,,
2220,2220,387,,,
2221,2221,387,,,
2222,2222,387,,,
2223,2223,389,,,
2224,2224,389,,,
2231,2231,377,,,
2233,2233,377,,,
2235,2235,390,,,
2237,2237,377,,,
2238,2238,377,,,
2241,2241,377,,,
2246,2246,375,,,
2249,2249,375,,,
2252,2252,373,,,
2263,2263,406,,,
2264,2264,406,,,
2265,2265,406,,,
2266,2266,406,,,
2267,2267,406,,,
2271,2271,406,,,
2272,2272,406,,,
2273,2273,406,,,
2274,2274,406,,,
2276,2276,406,,,
2277,2277,406,,,
2280,2280,406,,,
2281,2281,406,,,
2282,2282,406,,,
2285,2285,406,,,
2286,2286,406,,,
2287,2287,406,,,
2288,2288,406,,,
2289,2289,406,,,
2290,2290,406,,,
2291,2291,406,,,
2293,2293,406,,,
2294,2294,406,,,
2295,2295,406,,,
2296,2296,406,,,
2297,2297,406,,,
2298,2298,406,,,
2299,2299,406,,,
2300,2300,407,,,
2302,2302,407,,,
2303,2303,407,,,
2304,2304,406,,,
2305,2305,406,,,
2306,2306,408,,,
2307,2307,396,,,
2309,2309,396,,,
2311,2311,396,,,
2316,2316,397,,,
2317,2317,396,,,
2318,2318,406,,,
2319,2319,406,,,
2322,2322,399,,,
2325,2325,400,,,
2330,2330,400,,,
2331,2331,398,,,
2332,2332,406,,,
2334,2334,406,,,
2343,2343,406,,,
2345,2345,406,,,
2347,2347,405,,,
2348,2348,396,,,
2350,2350,396,,,
2351,2351,401,,,
2355,2355,402,,,
2356,2356,403,,,
2363,2363,403,,,
2366,2366,404,,,
2368,2368,396,,,
2369,2369,409,,,
2370,2370,409,,,
2371,2371,409,,,
2372,2372,409,,,
2373,2373,409,,,
2377,2377,409,,,
2378,2378,409,,,
2379,2379,409,,,
2380,2380,409,,,
2384,2384,409,,,
2385,2385,409,,,
2387,2387,409,,,
2389,2389,409,,,
2390,2390,409,,,
2391,2391,409,,,
2394,2394,415,,,
2395,2395,415,,,
2396,2396,415,,,
2397,2397,415,,,
2398,2398,416,,,
2399,2399,417,,,
2400,2400,418,,,
2403,2403,415,,,
2404,2404,415,,,
2406,2406,415,,,
2407,2407,415,,,
2408,2408,415,,,
2409,2409,415,,,
2410,2410,415,,,
2411,2411,415,,,
2412,2412,415,,,
2413,2413,415,,,
2414,2414,409,,,
2415,2415,409,,,
2417,2417,409,,,
2418,2418,419,,,
2419,2419,419,,,
2420,2420,409,,,
2421,2421,409,,,
2423,2423,409,,,
2425,2425,416,,,
2431,2431,420,,,
2432,2432,409,,,
2433,2433,421,,,
2434,2434,421,,,
2437,2437,410,,,
2440,2440,422,,,
2445,2445,411,,,
2446,2446,411,,,
2447,2447,412,,,
2449,2449,413,,,
2459,2459,409,,,
2461,2461,409,,,
2463,2463,409,,,
2464,2464,409,,,
2466,2466,409,,,
2467,2467,409,,,
2471,2471,409,,,
2477,2477,414,,,
2480,2480,414,,,
2483,2483,414,,,
2494,2494,424,,,
2495,2495,424,,,
2496,2496,424,,,
2497,2497,424,,,
2498,2498,424,,,
2502,2502,424,,,
2503,2503,424,,,
2504,2504,424,,,
2505,2505,424,,,
2509,2509,424,,,
2510,2510,424,,,
2512,2512,424,,,
2514,2514,424,,,
2515,2515,424,,,
2516,2516,424,,,
2519,2519,425,,,
